video_frame,gt_frame,gt_id,reason,detail
19,7,11,unexpected_label,252 pixels
19,7,13,unexpected_label,70 pixels
19,7,17,unexpected_label,161 pixels
19,7,19,unexpected_label,172 pixels
19,7,21,unexpected_label,243 pixels
19,7,28,unexpected_label,334 pixels
19,7,29,unexpected_label,314 pixels
19,7,31,unexpected_label,322 pixels
19,7,33,unexpected_label,40 pixels
19,7,36,unexpected_label,161 pixels
19,7,42,unexpected_label,44 pixels
19,7,49,unexpected_label,35 pixels
19,7,56,unexpected_label,172 pixels
19,7,61,unexpected_label,80 pixels
19,7,64,unexpected_label,39 pixels
19,7,70,unexpected_label,40 pixels
19,7,85,unexpected_label,160 pixels
19,7,92,unexpected_label,70 pixels
19,7,106,unexpected_label,35 pixels
19,7,14,small_disconnected_regions,"[5844, 8, 6, 6, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
20,8,1,unexpected_label,76 pixels
20,8,2,unexpected_label,167 pixels
20,8,3,unexpected_label,256 pixels
20,8,4,unexpected_label,96 pixels
20,8,5,unexpected_label,45 pixels
20,8,6,unexpected_label,72 pixels
20,8,7,unexpected_label,370 pixels
20,8,8,unexpected_label,76 pixels
20,8,9,unexpected_label,174 pixels
20,8,10,unexpected_label,414 pixels
20,8,11,unexpected_label,240 pixels
20,8,13,unexpected_label,72 pixels
20,8,17,unexpected_label,163 pixels
20,8,19,unexpected_label,184 pixels
20,8,21,unexpected_label,239 pixels
20,8,28,unexpected_label,346 pixels
20,8,29,unexpected_label,310 pixels
20,8,31,unexpected_label,326 pixels
20,8,33,unexpected_label,41 pixels
20,8,36,unexpected_label,163 pixels
20,8,42,unexpected_label,45 pixels
20,8,49,unexpected_label,32 pixels
20,8,56,unexpected_label,184 pixels
20,8,61,unexpected_label,82 pixels
20,8,64,unexpected_label,36 pixels
20,8,70,unexpected_label,41 pixels
20,8,85,unexpected_label,172 pixels
20,8,92,unexpected_label,64 pixels
20,8,106,unexpected_label,32 pixels
20,8,14,small_disconnected_regions,"[5644, 12, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
21,9,1,unexpected_label,71 pixels
21,9,2,unexpected_label,198 pixels
21,9,3,unexpected_label,252 pixels
21,9,4,unexpected_label,90 pixels
21,9,5,unexpected_label,39 pixels
21,9,6,unexpected_label,67 pixels
21,9,7,unexpected_label,441 pixels
21,9,8,unexpected_label,71 pixels
21,9,9,unexpected_label,272 pixels
21,9,10,unexpected_label,418 pixels
21,9,11,unexpected_label,224 pixels
21,9,13,unexpected_label,67 pixels
21,9,17,unexpected_label,194 pixels
21,9,19,unexpected_label,192 pixels
21,9,21,unexpected_label,288 pixels
21,9,28,unexpected_label,428 pixels
21,9,29,unexpected_label,308 pixels
21,9,31,unexpected_label,388 pixels
21,9,33,unexpected_label,35 pixels
21,9,36,unexpected_label,194 pixels
21,9,42,unexpected_label,39 pixels
21,9,49,unexpected_label,41 pixels
21,9,56,unexpected_label,192 pixels
21,9,61,unexpected_label,70 pixels
21,9,64,unexpected_label,45 pixels
21,9,70,unexpected_label,35 pixels
21,9,85,unexpected_label,156 pixels
21,9,92,unexpected_label,82 pixels
21,9,106,unexpected_label,41 pixels
21,9,14,small_disconnected_regions,"[5552, 6, 6, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
21,9,38,small_disconnected_regions,"[24656, 204]"
22,10,1,unexpected_label,71 pixels
22,10,2,unexpected_label,193 pixels
22,10,3,unexpected_label,260 pixels
22,10,4,unexpected_label,66 pixels
22,10,5,unexpected_label,40 pixels
22,10,6,unexpected_label,67 pixels
22,10,7,unexpected_label,426 pixels
22,10,8,unexpected_label,71 pixels
22,10,9,unexpected_label,282 pixels
22,10,10,unexpected_label,436 pixels
22,10,11,unexpected_label,200 pixels
22,10,13,unexpected_label,67 pixels
22,10,17,unexpected_label,189 pixels
22,10,19,unexpected_label,192 pixels
22,10,21,unexpected_label,273 pixels
22,10,28,unexpected_label,454 pixels
22,10,29,unexpected_label,318 pixels
22,10,31,unexpected_label,378 pixels
22,10,33,unexpected_label,36 pixels
22,10,36,unexpected_label,189 pixels
22,10,42,unexpected_label,40 pixels
22,10,49,unexpected_label,36 pixels
22,10,56,unexpected_label,192 pixels
22,10,61,unexpected_label,72 pixels
22,10,64,unexpected_label,40 pixels
22,10,70,unexpected_label,36 pixels
22,10,85,unexpected_label,172 pixels
22,10,92,unexpected_label,72 pixels
22,10,106,unexpected_label,36 pixels
22,10,14,small_disconnected_regions,"[5440, 8, 8, 6, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
22,10,38,small_disconnected_regions,"[24696, 224]"
23,11,1,unexpected_label,69 pixels
23,11,2,unexpected_label,197 pixels
23,11,3,unexpected_label,260 pixels
23,11,4,unexpected_label,62 pixels
23,11,5,unexpected_label,43 pixels
23,11,6,unexpected_label,65 pixels
23,11,7,unexpected_label,435 pixels
23,11,8,unexpected_label,69 pixels
23,11,9,unexpected_label,278 pixels
23,11,10,unexpected_label,440 pixels
23,11,11,unexpected_label,192 pixels
23,11,13,unexpected_label,65 pixels
23,11,17,unexpected_label,193 pixels
23,11,19,unexpected_label,184 pixels
23,11,21,unexpected_label,279 pixels
23,11,28,unexpected_label,446 pixels
23,11,29,unexpected_label,318 pixels
23,11,31,unexpected_label,386 pixels
23,11,33,unexpected_label,39 pixels
23,11,36,unexpected_label,193 pixels
23,11,42,unexpected_label,43 pixels
23,11,49,unexpected_label,37 pixels
23,11,56,unexpected_label,184 pixels
23,11,61,unexpected_label,78 pixels
23,11,64,unexpected_label,41 pixels
23,11,70,unexpected_label,39 pixels
23,11,85,unexpected_label,168 pixels
23,11,92,unexpected_label,74 pixels
23,11,106,unexpected_label,37 pixels
23,11,14,small_disconnected_regions,"[5232, 8, 6, 6, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
24,12,1,unexpected_label,62 pixels
24,12,2,unexpected_label,195 pixels
24,12,3,unexpected_label,260 pixels
24,12,4,unexpected_label,56 pixels
24,12,5,unexpected_label,40 pixels
24,12,6,unexpected_label,58 pixels
24,12,7,unexpected_label,426 pixels
24,12,8,unexpected_label,62 pixels
24,12,9,unexpected_label,278 pixels
24,12,10,unexpected_label,434 pixels
24,12,11,unexpected_label,172 pixels
24,12,13,unexpected_label,58 pixels
24,12,17,unexpected_label,191 pixels
24,12,19,unexpected_label,192 pixels
24,12,21,unexpected_label,267 pixels
24,12,28,unexpected_label,462 pixels
24,12,29,unexpected_label,298 pixels
24,12,31,unexpected_label,382 pixels
24,12,33,unexpected_label,36 pixels
24,12,36,unexpected_label,191 pixels
24,12,42,unexpected_label,40 pixels
24,12,49,unexpected_label,32 pixels
24,12,56,unexpected_label,192 pixels
24,12,61,unexpected_label,72 pixels
24,12,64,unexpected_label,36 pixels
24,12,70,unexpected_label,36 pixels
24,12,85,unexpected_label,184 pixels
24,12,92,unexpected_label,64 pixels
24,12,106,unexpected_label,32 pixels
24,12,14,small_disconnected_regions,"[5052, 8, 8, 6, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
25,13,1,unexpected_label,62 pixels
25,13,2,unexpected_label,195 pixels
25,13,3,unexpected_label,264 pixels
25,13,4,unexpected_label,44 pixels
25,13,5,unexpected_label,40 pixels
25,13,6,unexpected_label,58 pixels
25,13,7,unexpected_label,431 pixels
25,13,8,unexpected_label,62 pixels
25,13,9,unexpected_label,274 pixels
25,13,10,unexpected_label,446 pixels
25,13,11,unexpected_label,160 pixels
25,13,13,unexpected_label,58 pixels
25,13,17,unexpected_label,191 pixels
25,13,19,unexpected_label,192 pixels
25,13,21,unexpected_label,277 pixels
25,13,28,unexpected_label,438 pixels
25,13,29,unexpected_label,306 pixels
25,13,31,unexpected_label,382 pixels
25,13,33,unexpected_label,36 pixels
25,13,36,unexpected_label,191 pixels
25,13,42,unexpected_label,40 pixels
25,13,49,unexpected_label,37 pixels
25,13,56,unexpected_label,192 pixels
25,13,61,unexpected_label,72 pixels
25,13,64,unexpected_label,41 pixels
25,13,70,unexpected_label,36 pixels
25,13,85,unexpected_label,164 pixels
25,13,92,unexpected_label,74 pixels
25,13,106,unexpected_label,37 pixels
25,13,14,small_disconnected_regions,"[4920, 8, 6, 6, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
26,14,1,unexpected_label,60 pixels
26,14,2,unexpected_label,183 pixels
26,14,3,unexpected_label,264 pixels
26,14,4,unexpected_label,36 pixels
26,14,5,unexpected_label,45 pixels
26,14,6,unexpected_label,56 pixels
26,14,7,unexpected_label,414 pixels
26,14,8,unexpected_label,60 pixels
26,14,9,unexpected_label,294 pixels
26,14,10,unexpected_label,458 pixels
26,14,11,unexpected_label,148 pixels
26,14,13,unexpected_label,56 pixels
26,14,17,unexpected_label,179 pixels
26,14,19,unexpected_label,184 pixels
26,14,21,unexpected_label,279 pixels
26,14,28,unexpected_label,442 pixels
26,14,29,unexpected_label,314 pixels
26,14,31,unexpected_label,358 pixels
26,14,33,unexpected_label,41 pixels
26,14,36,unexpected_label,179 pixels
26,14,42,unexpected_label,45 pixels
26,14,49,unexpected_label,44 pixels
26,14,56,unexpected_label,184 pixels
26,14,61,unexpected_label,82 pixels
26,14,64,unexpected_label,48 pixels
26,14,70,unexpected_label,41 pixels
26,14,85,unexpected_label,148 pixels
26,14,92,unexpected_label,88 pixels
26,14,106,unexpected_label,44 pixels
26,14,14,small_disconnected_regions,"[4844, 10, 8, 6, 6, 6, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
27,15,1,unexpected_label,57 pixels
27,15,2,unexpected_label,182 pixels
27,15,3,unexpected_label,268 pixels
27,15,4,unexpected_label,30 pixels
27,15,5,unexpected_label,47 pixels
27,15,6,unexpected_label,53 pixels
27,15,7,unexpected_label,416 pixels
27,15,8,unexpected_label,57 pixels
27,15,9,unexpected_label,308 pixels
27,15,10,unexpected_label,382 pixels
27,15,11,unexpected_label,136 pixels
27,15,13,unexpected_label,53 pixels
27,15,17,unexpected_label,182 pixels
27,15,19,unexpected_label,180 pixels
27,15,21,unexpected_label,286 pixels
27,15,28,unexpected_label,456 pixels
27,15,29,unexpected_label,228 pixels
27,15,31,unexpected_label,364 pixels
27,15,33,unexpected_label,43 pixels
27,15,36,unexpected_label,182 pixels
27,15,42,unexpected_label,47 pixels
27,15,49,unexpected_label,48 pixels
27,15,56,unexpected_label,180 pixels
27,15,61,unexpected_label,86 pixels
27,15,64,unexpected_label,52 pixels
27,15,70,unexpected_label,43 pixels
27,15,85,unexpected_label,148 pixels
27,15,92,unexpected_label,96 pixels
27,15,106,unexpected_label,48 pixels
27,15,14,small_disconnected_regions,"[4816, 10, 8, 6, 6, 6, 6, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
28,16,1,unexpected_label,55 pixels
28,16,2,unexpected_label,188 pixels
28,16,3,unexpected_label,280 pixels
28,16,4,unexpected_label,22 pixels
28,16,5,unexpected_label,44 pixels
28,16,6,unexpected_label,51 pixels
28,16,7,unexpected_label,433 pixels
28,16,8,unexpected_label,55 pixels
28,16,9,unexpected_label,288 pixels
28,16,10,unexpected_label,390 pixels
28,16,11,unexpected_label,124 pixels
28,16,13,unexpected_label,51 pixels
28,16,17,unexpected_label,184 pixels
28,16,19,unexpected_label,188 pixels
28,16,21,unexpected_label,302 pixels
28,16,28,unexpected_label,428 pixels
28,16,29,unexpected_label,220 pixels
28,16,31,unexpected_label,368 pixels
28,16,33,unexpected_label,40 pixels
28,16,36,unexpected_label,184 pixels
28,16,42,unexpected_label,44 pixels
28,16,49,unexpected_label,53 pixels
28,16,56,unexpected_label,188 pixels
28,16,61,unexpected_label,80 pixels
28,16,64,unexpected_label,57 pixels
28,16,70,unexpected_label,40 pixels
28,16,85,unexpected_label,140 pixels
28,16,92,unexpected_label,106 pixels
28,16,106,unexpected_label,53 pixels
28,16,14,small_disconnected_regions,"[4888, 8, 6, 6, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
29,17,1,unexpected_label,50 pixels
29,17,2,unexpected_label,196 pixels
29,17,3,unexpected_label,284 pixels
29,17,4,unexpected_label,24 pixels
29,17,5,unexpected_label,49 pixels
29,17,6,unexpected_label,46 pixels
29,17,7,unexpected_label,452 pixels
29,17,8,unexpected_label,50 pixels
29,17,9,unexpected_label,296 pixels
29,17,10,unexpected_label,388 pixels
29,17,11,unexpected_label,116 pixels
29,17,13,unexpected_label,46 pixels
29,17,17,unexpected_label,192 pixels
29,17,19,unexpected_label,176 pixels
29,17,21,unexpected_label,316 pixels
29,17,28,unexpected_label,440 pixels
29,17,29,unexpected_label,204 pixels
29,17,31,unexpected_label,384 pixels
29,17,33,unexpected_label,45 pixels
29,17,36,unexpected_label,192 pixels
29,17,42,unexpected_label,49 pixels
29,17,49,unexpected_label,56 pixels
29,17,56,unexpected_label,176 pixels
29,17,61,unexpected_label,90 pixels
29,17,64,unexpected_label,60 pixels
29,17,70,unexpected_label,45 pixels
29,17,85,unexpected_label,144 pixels
29,17,92,unexpected_label,112 pixels
29,17,106,unexpected_label,56 pixels
29,17,14,small_disconnected_regions,"[5088, 10, 8, 6, 6, 6, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
30,18,1,unexpected_label,51 pixels
30,18,2,unexpected_label,189 pixels
30,18,3,unexpected_label,280 pixels
30,18,4,unexpected_label,18 pixels
30,18,5,unexpected_label,38 pixels
30,18,6,unexpected_label,47 pixels
30,18,7,unexpected_label,435 pixels
30,18,8,unexpected_label,51 pixels
30,18,9,unexpected_label,306 pixels
30,18,10,unexpected_label,388 pixels
30,18,11,unexpected_label,112 pixels
30,18,13,unexpected_label,47 pixels
30,18,17,unexpected_label,185 pixels
30,18,19,unexpected_label,200 pixels
30,18,21,unexpected_label,303 pixels
30,18,28,unexpected_label,454 pixels
30,18,29,unexpected_label,210 pixels
30,18,31,unexpected_label,370 pixels
30,18,33,unexpected_label,34 pixels
30,18,36,unexpected_label,185 pixels
30,18,42,unexpected_label,38 pixels
30,18,49,unexpected_label,53 pixels
30,18,56,unexpected_label,200 pixels
30,18,61,unexpected_label,68 pixels
30,18,64,unexpected_label,57 pixels
30,18,70,unexpected_label,34 pixels
30,18,85,unexpected_label,148 pixels
30,18,92,unexpected_label,106 pixels
30,18,106,unexpected_label,53 pixels
30,18,14,small_disconnected_regions,"[4808, 10, 6, 6, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
31,19,1,unexpected_label,54 pixels
31,19,2,unexpected_label,186 pixels
31,19,3,unexpected_label,284 pixels
31,19,4,unexpected_label,8 pixels
31,19,5,unexpected_label,45 pixels
31,19,6,unexpected_label,50 pixels
31,19,7,unexpected_label,432 pixels
31,19,8,unexpected_label,54 pixels
31,19,9,unexpected_label,300 pixels
31,19,10,unexpected_label,376 pixels
31,19,11,unexpected_label,108 pixels
31,19,13,unexpected_label,50 pixels
31,19,17,unexpected_label,182 pixels
31,19,19,unexpected_label,184 pixels
31,19,21,unexpected_label,306 pixels
31,19,28,unexpected_label,448 pixels
31,19,29,unexpected_label,200 pixels
31,19,31,unexpected_label,364 pixels
31,19,33,unexpected_label,41 pixels
31,19,36,unexpected_label,182 pixels
31,19,42,unexpected_label,45 pixels
31,19,49,unexpected_label,56 pixels
31,19,56,unexpected_label,184 pixels
31,19,61,unexpected_label,82 pixels
31,19,64,unexpected_label,60 pixels
31,19,70,unexpected_label,41 pixels
31,19,85,unexpected_label,148 pixels
31,19,92,unexpected_label,112 pixels
31,19,106,unexpected_label,56 pixels
31,19,14,small_disconnected_regions,"[4600, 10, 8, 8, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
32,20,1,unexpected_label,53 pixels
32,20,2,unexpected_label,187 pixels
32,20,3,unexpected_label,276 pixels
32,20,4,unexpected_label,14 pixels
32,20,5,unexpected_label,44 pixels
